time_s,temp_c,fan_duty_pct
0.0,17.6,60.0
1.0043699741363525,17.5,60.0
2.0065758228302,17.5,60.0
3.007800340652466,17.5,60.0
4.007560968399048,17.5,60.0
5.007837533950806,17.5,60.0
6.007615327835083,17.5,60.0
7.020272970199585,17.5,60.0
8.025369644165039,17.5,60.0
9.038857460021973,17.5,60.0
10.041303873062134,17.6,60.0
11.056293725967407,17.6,60.0
12.056309700012207,17.7,60.0
13.05809736251831,17.7,60.0
14.057799577713013,17.7,60.0
15.058278560638428,17.8,60.0
16.058327436447144,17.7,60.0
17.05932927131653,17.8,60.0
18.07308578491211,17.9,60.0
19.074337482452393,17.9,60.0
20.074496507644653,17.9,60.0
21.074018239974976,18.0,60.0
22.075011730194092,18.1,60.0
23.07480549812317,18.1,60.0
24.07608914375305,18.2,60.0
25.089178323745728,18.3,60.0
26.089677095413208,18.4,60.0
27.089564323425293,18.4,60.0
28.089548110961914,18.5,60.0
29.090832710266113,18.6,60.0
30.092025995254517,18.7,60.0
31.105420112609863,18.8,60.0
32.11426782608032,18.8,60.0
33.12254309654236,18.9,60.0
34.12268590927124,19.0,60.0
35.132428884506226,19.2,60.0
36.1355516910553,19.2,60.0
37.14983415603638,19.3,60.0
38.15249037742615,19.4,60.0
39.153361320495605,19.4,60.0
40.15737795829773,19.5,60.0
41.1606080532074,19.6,60.0
42.16307878494263,19.7,60.0
43.1637806892395,19.8,60.0
44.16758418083191,20.0,60.0
45.17012023925781,20.0,60.0
46.171085834503174,20.1,60.0
47.172242164611816,20.1,60.0
48.17229890823364,20.3,60.0
49.17213249206543,20.4,60.0
50.17249083518982,20.5,60.0
51.173486948013306,20.6,60.0
52.17503905296326,20.7,60.0
53.182058334350586,20.8,60.0
54.182944536209106,21.0,60.0
55.18632221221924,21.1,60.0
56.18778347969055,21.3,60.0
57.18872928619385,21.3,60.0
58.19022798538208,21.4,60.0
59.18970084190369,21.6,60.0
60.19011974334717,21.7,60.0
61.19402074813843,21.8,60.0
62.20417928695679,21.9,60.0
63.20494246482849,21.9,60.0
64.20522499084473,22.0,60.0
65.20603585243225,22.2,60.0
66.20673966407776,22.3,60.0
67.20703411102295,22.4,60.0
68.2072057723999,22.5,60.0
69.22410988807678,22.5,60.0
70.22424554824829,22.6,60.0
71.22662711143494,22.7,60.0
72.2329957485199,22.8,60.0
73.23807263374329,22.9,60.0
74.23877811431885,23.0,60.0
75.23967385292053,23.0,60.0
76.24070024490356,23.1,60.0
