time_s,temp_c,fan_duty_pct
0.0,17.2,100.0
1.0065429210662842,17.1,100.0
2.0150146484375,17.1,100.0
3.0263445377349854,17.2,100.0
4.029699802398682,17.2,100.0
5.030595064163208,17.2,100.0
6.035914659500122,17.1,100.0
7.044972896575928,17.1,100.0
8.052063465118408,17.2,100.0
9.054735660552979,17.1,100.0
10.058473110198975,17.1,100.0
11.065552711486816,17.1,100.0
12.074551343917847,17.2,100.0
13.07681393623352,17.1,100.0
14.07967233657837,17.3,100.0
15.08056926727295,17.3,100.0
16.086649179458618,17.3,100.0
17.095779418945312,17.3,100.0
18.096848726272583,17.3,100.0
19.099796056747437,17.4,100.0
20.106504440307617,17.4,100.0
21.11070466041565,17.6,100.0
22.115614891052246,17.7,100.0
23.116617441177368,17.7,100.0
24.120437145233154,17.7,100.0
25.122503519058228,17.8,100.0
26.125352382659912,17.9,100.0
27.128670692443848,18.0,100.0
28.128844022750854,18.0,100.0
29.12949538230896,18.1,100.0
30.141721487045288,18.2,100.0
31.144667625427246,18.3,100.0
32.14634823799133,18.2,100.0
33.146976947784424,18.4,100.0
34.154160499572754,18.5,100.0
35.155773639678955,18.6,100.0
36.159998655319214,18.7,100.0
37.1614716053009,18.7,100.0
38.16142153739929,18.8,100.0
39.16181564331055,18.9,100.0
40.16265892982483,19.0,100.0
41.163591623306274,19.1,100.0
42.163846254348755,19.2,100.0
43.163570404052734,19.3,100.0
44.163959980010986,19.4,100.0
45.1750602722168,19.4,100.0
46.17961573600769,19.5,100.0
47.18296575546265,19.7,100.0
48.18494248390198,19.7,100.0
49.18648171424866,19.8,100.0
50.18797588348389,20.0,100.0
51.18955755233765,20.1,100.0
52.19311332702637,20.2,100.0
53.19330453872681,20.2,100.0
54.19884657859802,20.4,100.0
55.20784640312195,20.5,100.0
56.208555936813354,20.5,100.0
57.20964288711548,20.7,100.0
58.21443295478821,20.7,100.0
59.21579599380493,20.9,100.0
60.22063875198364,21.1,100.0
61.22266149520874,21.0,100.0
62.22586369514465,21.2,100.0
63.22661328315735,21.3,100.0
64.2311999797821,21.4,100.0
65.2326488494873,21.5,100.0
66.23412227630615,21.6,100.0
67.23598527908325,21.7,100.0
68.2362596988678,21.7,100.0
69.23604464530945,21.8,100.0
70.24117708206177,21.9,100.0
71.24049663543701,22.1,100.0
72.2422981262207,22.2,100.0
73.24620604515076,22.3,100.0
74.24601864814758,22.5,100.0
75.25345015525818,22.5,100.0
76.2593252658844,22.5,100.0
77.2596263885498,22.6,100.0
78.26034021377563,22.7,100.0
79.27036356925964,22.8,100.0
80.27405834197998,22.8,100.0
81.27753829956055,22.9,100.0
82.28086018562317,22.9,100.0
83.28165864944458,22.9,100.0
84.28507614135742,23.0,100.0
85.28803253173828,23.1,100.0
86.29013180732727,23.1,100.0
87.29084205627441,23.2,100.0
88.29466676712036,23.4,100.0
89.2975332736969,23.5,100.0
90.2976188659668,23.6,100.0
91.2987608909607,23.7,100.0
92.3049087524414,23.8,100.0
93.30452847480774,23.9,100.0
94.30626487731934,24.0,100.0
95.30761194229126,24.1,100.0
96.30982089042664,24.1,100.0
97.31151556968689,24.2,100.0
98.31435489654541,24.3,100.0
99.314532995224,24.4,100.0
100.31539368629456,24.5,100.0
101.31908392906189,24.6,100.0
102.32162880897522,24.6,100.0
103.32217693328857,24.8,100.0
104.3237669467926,24.9,100.0
105.32615423202515,25.0,100.0
106.32913017272949,25.1,100.0
107.3303542137146,25.2,100.0
108.33046126365662,25.2,100.0
109.33254146575928,25.3,100.0
110.33484768867493,25.5,100.0
111.34059643745422,25.5,100.0
112.34148216247559,25.6,100.0
113.3415641784668,25.7,100.0
114.34427785873413,25.8,100.0
115.3449821472168,25.8,100.0
116.34999823570251,26.0,100.0
117.35195708274841,26.0,100.0
118.35392379760742,26.1,100.0
119.35577440261841,26.2,100.0
120.35803294181824,26.4,100.0
121.36305809020996,26.5,100.0
122.36535358428955,26.5,100.0
123.36606097221375,26.6,100.0
124.36739826202393,26.7,100.0
125.36909437179565,26.8,100.0
126.36992311477661,26.9,100.0
127.37202477455139,27.0,100.0
128.37246823310852,27.0,100.0
129.3731997013092,27.2,100.0
130.3744659423828,27.3,100.0
131.37824296951294,27.4,100.0
132.38490200042725,27.5,100.0
133.38629007339478,27.5,100.0
134.3912055492401,27.6,100.0
135.39148020744324,27.7,100.0
136.39612913131714,27.8,100.0
137.39695978164673,27.9,100.0
138.40121841430664,28.0,100.0
139.4020392894745,28.0,100.0
140.40174889564514,28.1,100.0
141.4066355228424,28.2,100.0
142.40756726264954,28.3,100.0
143.40734815597534,28.4,100.0
144.41323018074036,28.6,100.0
145.4137864112854,28.6,100.0
146.41534686088562,28.7,100.0
147.4162368774414,28.7,100.0
148.41947221755981,28.8,100.0
149.42197346687317,28.9,100.0
150.42349982261658,29.0,100.0
151.4236991405487,29.0,100.0
152.4292607307434,29.1,100.0
153.42883491516113,29.2,100.0
154.4300618171692,29.3,100.0
155.43333554267883,29.4,100.0
156.43737816810608,29.4,100.0
157.4374577999115,29.5,100.0
158.44119930267334,29.5,100.0
159.44201827049255,29.6,100.0
160.4445195198059,29.7,100.0
161.44590020179749,29.8,100.0
162.44748735427856,29.9,100.0
163.4483208656311,30.0,100.0
164.4518220424652,30.0,100.0
165.4549548625946,30.1,100.0
166.45491480827332,30.3,100.0
167.45707893371582,30.3,100.0
168.46111917495728,30.5,100.0
169.46134161949158,30.5,100.0
170.46229720115662,30.6,100.0
171.46221590042114,30.6,100.0
172.47072529792786,30.7,100.0
173.47127103805542,30.8,100.0
174.47091603279114,30.8,100.0
175.4788041114807,30.9,100.0
176.4794487953186,31.0,100.0
177.48001837730408,31.0,100.0
178.48458051681519,31.1,100.0
179.48507261276245,31.2,100.0
180.4891381263733,31.2,100.0
181.49149203300476,31.3,100.0
182.49230861663818,31.3,100.0
183.49472832679749,31.5,100.0
184.49880242347717,31.5,100.0
185.4988763332367,31.6,100.0
186.50531387329102,31.7,100.0
187.50974917411804,31.8,100.0
188.51217198371887,31.9,100.0
189.51587510108948,31.9,100.0
190.52386236190796,31.9,100.0
191.52607917785645,32.0,100.0
192.5283772945404,32.1,100.0
193.53074955940247,32.2,100.0
194.53357601165771,32.1,100.0
195.53523683547974,32.2,100.0
196.53988218307495,32.3,100.0
197.5444188117981,32.3,100.0
198.54580116271973,32.4,100.0
199.54619646072388,32.5,100.0
200.55077075958252,32.6,100.0
201.5527126789093,32.6,100.0
202.5545539855957,32.6,100.0
203.55751729011536,32.7,100.0
204.55963921546936,32.8,100.0
205.56227707862854,32.9,100.0
206.56268215179443,32.9,100.0
207.5661165714264,33.0,100.0
208.56775164604187,33.1,100.0
209.56949138641357,33.1,100.0
210.57213640213013,33.2,100.0
211.57588386535645,33.3,100.0
212.5778045654297,33.4,100.0
213.57929968833923,33.4,100.0
214.58378386497498,33.5,100.0
215.58411622047424,33.6,100.0
216.58695220947266,33.6,100.0
217.59078335762024,33.7,100.0
218.59281039237976,33.7,100.0
219.595308303833,33.9,100.0
220.59608340263367,33.9,100.0
221.59987473487854,34.0,100.0
222.60312819480896,34.0,100.0
223.60463738441467,34.1,100.0
224.60577201843262,34.2,100.0
225.607191324234,34.2,100.0
226.60883450508118,34.2,100.0
227.6087076663971,34.3,100.0
228.60917592048645,34.4,100.0
229.61083221435547,34.5,100.0
230.61247563362122,34.5,100.0
231.6127109527588,34.6,100.0
232.61582016944885,34.6,100.0
233.61784100532532,34.7,100.0
234.61890482902527,34.7,100.0
235.61887097358704,34.7,100.0
236.6228747367859,34.8,100.0
237.62579703330994,34.8,100.0
238.6256606578827,34.8,100.0
239.63158321380615,34.9,100.0
240.6336030960083,34.9,100.0
241.63595271110535,35.0,100.0
242.63905930519104,35.1,100.0
243.6388499736786,35.1,100.0
244.64078545570374,35.2,100.0
245.64151811599731,35.2,100.0
246.64182496070862,35.3,100.0
247.64462614059448,35.3,100.0
248.6490182876587,35.3,100.0
249.64895224571228,35.4,100.0
250.6495385169983,35.4,100.0
251.64951848983765,35.5,100.0
252.6520459651947,35.6,100.0
253.65387964248657,35.6,100.0
254.65988278388977,35.8,100.0
255.66055822372437,35.8,100.0
256.6606729030609,35.8,100.0
257.66057300567627,35.8,100.0
258.66970586776733,35.9,100.0
259.6707582473755,35.9,100.0
260.67313385009766,36.0,100.0
261.672958612442,36.0,100.0
262.6758782863617,36.1,100.0
263.67560958862305,36.1,100.0
264.67888832092285,36.2,100.0
265.6799328327179,36.2,100.0
266.68507838249207,36.2,100.0
267.68590784072876,36.3,100.0
268.68814039230347,36.3,100.0
269.6902334690094,36.4,100.0
270.6937220096588,36.5,100.0
271.6940140724182,36.5,100.0
272.69422936439514,36.6,100.0
273.7004613876343,36.7,100.0
274.70551657676697,36.7,100.0
275.7048993110657,36.7,100.0
276.7072842121124,36.8,100.0
277.7088143825531,36.9,100.0
278.71318554878235,36.8,100.0
279.71537351608276,36.9,100.0
280.7167615890503,37.0,100.0
281.7204291820526,37.0,100.0
282.7225487232208,37.0,100.0
283.7226998806,37.1,100.0
284.7265889644623,37.1,100.0
285.7297613620758,37.2,100.0
286.73199009895325,37.2,100.0
287.73441791534424,37.2,100.0
288.738885641098,37.3,100.0
289.7404189109802,37.3,100.0
290.7406198978424,37.3,100.0
291.7436988353729,37.4,100.0
292.74282574653625,37.4,100.0
293.7452394962311,37.4,100.0
294.75211095809937,37.4,100.0
295.75360918045044,37.5,100.0
296.75532126426697,37.6,100.0
297.75859022140503,37.6,100.0
298.76058173179626,37.7,100.0
299.76062297821045,37.7,100.0
300.76213693618774,37.8,100.0
301.7618865966797,37.9,100.0
302.76402592658997,37.9,100.0
303.76456689834595,37.9,100.0
304.7673087120056,38.0,100.0
305.7686676979065,37.9,100.0
306.7700424194336,38.0,100.0
