time_s,temp_c,fan_duty_pct
0.0,28.0,20.0
1.0100252628326416,28.1,20.0
2.012885570526123,28.1,20.0
3.0185129642486572,28.2,20.0
4.0180206298828125,28.2,20.0
5.017354488372803,28.3,20.0
6.029095411300659,28.4,20.0
7.033212184906006,28.4,20.0
8.04749608039856,28.5,20.0
9.050928354263306,28.5,20.0
10.058634042739868,28.7,20.0
11.061962842941284,28.7,20.0
12.066510438919067,28.7,20.0
13.068047761917114,28.9,20.0
14.066948652267456,29.0,20.0
15.078704357147217,29.0,20.0
16.082504272460938,29.2,20.0
17.08264970779419,29.2,20.0
18.08447790145874,29.3,20.0
19.08616828918457,29.4,20.0
20.09888792037964,29.5,20.0
21.10045027732849,29.6,20.0
22.101115703582764,29.7,20.0
23.109264612197876,29.8,20.0
24.11519193649292,29.9,20.0
25.11596655845642,30.0,20.0
26.118160724639893,30.1,20.0
27.118029594421387,30.2,20.0
28.117862701416016,30.3,20.0
29.117835760116577,30.5,20.0
30.13466167449951,30.6,20.0
31.13388705253601,30.7,20.0
32.13400936126709,30.8,20.0
33.134740352630615,30.9,20.0
34.139670848846436,31.1,20.0
35.148860454559326,31.2,20.0
36.14968729019165,31.3,20.0
37.14964532852173,31.4,20.0
38.164103746414185,31.5,20.0
39.16573143005371,31.7,20.0
40.16970896720886,31.8,20.0
41.170597553253174,31.9,20.0
42.17350196838379,32.0,20.0
43.173799991607666,32.1,20.0
44.17742443084717,32.2,20.0
45.17875838279724,32.4,20.0
46.182456970214844,32.5,20.0
47.18455457687378,32.6,20.0
48.184622049331665,32.7,20.0
49.18449902534485,32.9,20.0
50.18480086326599,33.1,20.0
51.18485426902771,33.2,20.0
52.18479514122009,33.3,20.0
53.18775177001953,33.5,20.0
54.19647169113159,33.6,20.0
55.19826650619507,33.7,20.0
56.210432291030884,33.9,20.0
57.22079420089722,34.0,20.0
58.220954179763794,34.1,20.0
59.229642152786255,34.3,20.0
60.230746030807495,34.4,20.0
61.23395085334778,34.5,20.0
62.23394322395325,34.6,20.0
63.2343373298645,34.8,20.0
